model,forecast_date,target,target_week_end,national_raw_error,national_log_difference,national_percentage_error,national_bre,cc_national_score,cc_national_rank,cc_national_rank_percentile,state_point_forecasts_num,state_log_difference_squared,state_pearson_fit_statistic,state_mean_absolute_error,state_geo_mean_log_difference,state_median_log_difference,state_bre,state_bre_signed,state_pred_25,state_missed_by_2x,state_rmse,state_mape,state_smape,cc_state_point_score,cc_state_point_rank,cc_state_point_rank_percentile,state_range_forecasts_num,state_range_capture_rate_95pi,state_range_capture_rate_50pi,state_range_10th_percentile_width,state_range_25th_percentile_width,state_range_50th_percentile_width,state_range_average_width,state_range_75th_percentile_width,state_range_90th_percentile_width,state_ranges_gt_4x,state_ranges_gt_10x,state_ranges_95PI_score,state_ranges_interval_normalized,state_ranges_precision_raw,state_ranges_precision_95pi_adjusted,cc_state_range_score,cc_state_range_rank,cc_state_range_rank_percentile,cc_state_range_score_v2,cc_state_range_rank_v2,cc_state_range_rank_percentile_v2,state_ranges_50PI_score,state_ranges_synthetic_wis,state_ranges_synthetic_wis_sharpness,state_ranges_synthetic_wis_penalty,state_ranges_synthetic_wis_rank_percentile,state_mean_absolute_error_rank_percentile,state_log_difference_squared_rank_percentile,state_pearson_rank_percentile,state_log_difference_geo_mean_rank_percentile,state_rmse_rank_percentile,state_mape_rank_percentile,state_smape_rank_percentile,state_bre_rank_percentile,state_pred25_rank_percentile
Ensemble,8/16/2021,4 wk ahead inc death,9/11/2021,-12307,-0.372,-31.08%,-45.09%,0%,15,48.15%,51,18.36,5149.55,256.94,35.92%,-44.92%,75.41%,-73.17%,19.61%,27.45%,635.43,36.49%,47.71%,44.70%,11,78.26%,51,90.20%,0.412,3.673,4.666,8.333,36.376,17.13,116,74.51%,33.33%,62491,83.5,14.11%,29.45%,16.50%,13,47.83%,45.17%,8,69.57%,40991,155.2,43.84,111.37,78.26%,69.57%,60.87%,73.91%,47.83%,60.87%,65.22%,52.17%,56.52%,34.78%
ESG,8/16/2021,4 wk ahead inc death,9/11/2021,-22305,-0.828,-56.32%,-128.95%,0%,25,11.11%,51,14.74,5577.09,257.12,33.70%,-42.74%,64.88%,-63.78%,27.45%,21.57%,532.99,34.57%,44.40%,48.35%,8,43.48%,51,52.94%,0.235,1.447,1.696,2.682,33.468,12.982,80,27.45%,21.57%,283016,288.7,27.24%,56.87%,26.80%,11,56.52%,37.12%,10,60.87%,47378,259.4,19.65,239.75,43.48%,65.22%,69.57%,65.22%,56.52%,69.57%,73.91%,60.87%,65.22%,60.87%
GT-DeepCOVID,8/16/2021,4 wk ahead inc death,9/11/2021,-13927,-0.433,-35.17%,-54.24%,0%,18,37.04%,46,8.12,2365.75,178.07,22.24%,-8.84%,43.22%,-18.26%,43.48%,13.04%,452.32,29.37%,30.67%,46.68%,10,91.30%,46,100.00%,0.587,4.121,7.235,12.4,67.743,35.778,125.5,89.13%,56.52%,47762,88.5,10.07%,21.03%,10.30%,15,39.13%,12.64%,18,26.09%,29130,120.08,64.44,55.63,91.30%,95.65%,91.30%,100.00%,91.30%,73.91%,86.96%,91.30%,91.30%,95.65%
IEM,8/16/2021,4 wk ahead inc death,9/11/2021,-8092,-0.229,-20.43%,-25.68%,75%,11,62.96%,51,66.78,69971.56,626.31,62.96%,23.18%,240.65%,-32.23%,13.73%,52.94%,1071.5,126.56%,77.37%,9.87%,18,13.04%,51,78.43%,0.255,6.046,8.738,16.448,627.598,38,394,72.55%,49.02%,226824,678.7,6.82%,14.24%,6.20%,18,26.09%,9.00%,15,39.13%,106526,423.33,171.67,251.66,13.04%,0.00%,21.74%,0.00%,26.09%,21.74%,0.00%,26.09%,13.04%,26.09%
JHU-APL,8/16/2021,4 wk ahead inc death,9/11/2021,-3142,-0.083,-7.93%,-8.62%,90%,4,88.89%,51,10.89,8422.97,269.29,28.78%,-5.90%,51.90%,8.16%,31.37%,7.84%,659.88,44.06%,36.56%,59.72%,5,69.57%,51,92.16%,0.471,4.087,4.456,5.014,5.366,5.327,5.692,58.82%,1.96%,68113,136,32.94%,68.76%,35.10%,7,73.91%,87.25%,2,95.65%,42061,161.75,68.18,93.57,69.57%,52.17%,82.61%,43.48%,69.57%,52.17%,56.52%,73.91%,78.26%,69.57%
JHU-CSSE,8/16/2021,4 wk ahead inc death,9/11/2021,-7816,-0.22,-19.74%,-24.59%,75%,10,66.67%,50,5.51,2460.11,179.8,19.70%,-24.39%,34.49%,-24.44%,36.00%,2.00%,413.15,24.38%,27.56%,64.65%,2,95.65%,50,98.00%,0.4,2.702,2.877,3.472,13.283,8.054,34.25,36.00%,22.00%,33716,63.5,27.87%,58.19%,64.00%,1,100.00%,77.52%,3,91.30%,31673,112.78,35.1,77.69,95.65%,91.30%,100.00%,95.65%,95.65%,86.96%,95.65%,95.65%,95.65%,78.26%
Karlen,8/16/2021,4 wk ahead inc death,9/11/2021,4043,0.097,10.21%,10.21%,90%,5,85.19%,51,9.35,4984.59,221.2,28.08%,26.20%,47.25%,38.45%,33.33%,11.77%,422.03,46.30%,34.62%,59.77%,4,82.61%,51,98.04%,0.608,3.625,4.116,5.935,18.89,8.693,34.429,62.75%,17.65%,74989,150.3,22.49%,46.96%,37.20%,6,78.26%,71.87%,4,86.96%,33052,137.34,81.78,55.56,82.61%,73.91%,86.96%,78.26%,73.91%,82.61%,47.83%,86.96%,82.61%,73.91%
LANL,8/16/2021,4 wk ahead inc death,9/11/2021,-18468,-0.628,-46.63%,-87.39%,0%,21,25.93%,51,69.5,13689.09,399.84,72.62%,-106.09%,237.49%,-235.55%,11.77%,64.71%,1138.9,56.06%,85.05%,1.81%,19,4.35%,51,37.26%,0.118,2.931,3.378,5.231,21.967,12.805,72,31.37%,13.73%,531126,542.1,19.51%,40.73%,6.20%,18,26.09%,4.09%,16,34.78%,75183,443.9,30.77,413.12,4.35%,30.44%,17.39%,30.44%,13.04%,13.04%,26.09%,13.04%,17.39%,17.39%
LSHTM,8/16/2021,4 wk ahead inc death,9/11/2021,-13179,-0.405,-33.28%,-49.88%,0%,17,40.74%,51,21.44,9537.78,338.94,43.32%,-45.37%,85.18%,-63.27%,21.57%,33.33%,877.04,46.47%,52.61%,34.43%,14,39.13%,51,82.35%,0.216,2.424,3.626,6.667,13.043,10.787,29.5,58.82%,25.49%,215229,172.2,23.44%,48.94%,24.80%,12,52.17%,60.61%,6,78.26%,59100,270.07,39.19,230.88,39.13%,34.78%,52.17%,34.78%,39.13%,30.44%,43.48%,43.48%,52.17%,39.13%
Masaryk,8/16/2021,4 wk ahead inc death,9/11/2021,-17879,-0.601,-45.15%,-82.30%,0%,20,29.63%,51,121.81,14946.14,436.16,71.86%,-90.11%,332.58%,-331.18%,13.73%,62.75%,1165.87,54.40%,82.49%,0.02%,21,21.74%,51,72.55%,0.235,4.69,12.616,48.2,203.906,181,364,66.67%,62.75%,382935,211.2,4.03%,8.41%,6.20%,18,26.09%,0.00%,18,26.09%,78065,395.26,41.51,353.75,21.74%,21.74%,0.00%,26.09%,17.39%,8.70%,34.78%,17.39%,4.35%,26.09%
MIT-Cassandra,8/16/2021,4 wk ahead inc death,9/11/2021,-23861,-0.923,-60.25%,-151.59%,0%,27,3.70%,48,70.15,16664.55,504.56,71.12%,-79.97%,330.19%,-325.76%,10.42%,62.50%,1203.42,54.54%,81.30%,0.00%,23,26.09%,48,47.92%,0.167,2.753,4.821,45.5,657.06,753,2257.4,37.50%,31.25%,279266,304.8,2.75%,5.75%,10.30%,15,39.13%,-15.00%,18,26.09%,82294,391.17,48.78,342.39,26.09%,4.35%,13.04%,13.04%,21.74%,4.35%,30.44%,21.74%,8.70%,13.04%
MIT-ISOLAT,8/16/2021,4 wk ahead inc death,9/11/2021,-18518,-0.63,-46.76%,-87.83%,0%,22,22.22%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIT-ORC,8/16/2021,4 wk ahead inc death,9/11/2021,-12239,-0.37,-30.91%,-44.73%,0%,14,51.85%,51,64.43,6310.11,273.61,38.63%,-42.33%,91.58%,-66.45%,27.45%,29.41%,646.39,45.37%,54.79%,30.39%,15,60.87%,51,68.63%,0.353,2.333,3.021,8.114,1044.97,118,656,37.26%,33.33%,134519,202.2,7.40%,15.44%,33.00%,8,69.57%,0.74%,17,30.43%,44409,194.71,62.06,132.66,60.87%,43.48%,30.44%,52.17%,43.48%,56.52%,52.17%,39.13%,43.48%,60.87%
MOBS,8/16/2021,4 wk ahead inc death,9/11/2021,-11976,-0.36,-30.24%,-43.35%,0%,13,55.56%,50,23.72,5603.77,271.6,35.25%,-47.49%,94.99%,-90.46%,26.00%,26.00%,667.34,37.17%,49.39%,37.87%,13,56.52%,50,58.00%,0.2,2.149,2.433,3.162,13.319,5.004,16.42,20.00%,6.00%,175121,230.4,33.57%,70.09%,39.20%,5,82.61%,47.11%,9,65.22%,46774,219.7,31.2,188.5,56.52%,47.83%,43.48%,60.87%,52.17%,43.48%,60.87%,47.83%,39.13%,52.17%
PSI,8/16/2021,4 wk ahead inc death,9/11/2021,-28974,-1.315,-73.16%,-272.62%,0%,28,0.00%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QJHong,8/16/2021,4 wk ahead inc death,9/11/2021,-4045,-0.108,-10.21%,-11.38%,75%,6,81.48%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA,8/16/2021,4 wk ahead inc death,9/11/2021,-17375,-0.578,-43.87%,-78.17%,0%,19,33.33%,51,90.6,21076.45,432.41,87.56%,-109.95%,335.06%,-313.17%,3.92%,72.55%,823.58,68.59%,95.07%,0.01%,22,17.39%,51,70.59%,0.373,5.345,8.373,11.689,41.651,23.947,67,64.71%,50.98%,363583,348.8,12.32%,25.73%,6.20%,18,26.09%,19.14%,12,52.17%,82195,395.9,84.26,311.64,17.39%,26.09%,8.70%,8.70%,0.00%,39.13%,4.35%,0.00%,0.00%,4.35%
UCM,8/16/2021,4 wk ahead inc death,9/11/2021,-20782,-0.744,-52.48%,-110.43%,0%,23,18.52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UCSD-NEU,8/16/2021,4 wk ahead inc death,9/11/2021,-11745,-0.352,-29.66%,-42.16%,0%,12,59.26%,50,16.4,5451.3,268.04,32.53%,-42.01%,69.83%,-64.06%,26.00%,20.00%,665.97,34.67%,44.52%,43.35%,12,47.83%,50,96.00%,0.72,4.189,1376.5,1649,1452.41,2015,2343.8,88.00%,84.00%,235946,316.4,0.41%,0.85%,8.30%,17,30.43%,-3.31%,18,26.09%,50311,252.46,69.97,182.49,47.83%,56.52%,65.22%,69.57%,60.87%,47.83%,69.57%,56.52%,60.87%,52.17%
UGA-CEID,8/16/2021,4 wk ahead inc death,9/11/2021,-21797,-0.799,-55.04%,-122.42%,0%,24,14.82%,51,96.82,15922.66,476.45,86.82%,-82.14%,197.46%,-197.46%,7.84%,68.63%,1130.48,58.66%,88.84%,0.00%,23,0.00%,51,43.14%,0.059,2.313,3.771,7.167,129.742,101.071,290,37.26%,35.29%,635104,476.3,9.40%,19.63%,6.20%,18,26.09%,0.00%,18,26.09%,89871,530.47,24.75,505.72,0.00%,13.04%,4.35%,17.39%,4.35%,17.39%,17.39%,4.35%,30.44%,8.70%
UM,8/16/2021,4 wk ahead inc death,9/11/2021,-6251,-0.172,-15.79%,-18.74%,75%,7,77.78%,48,21.16,3848.43,213.06,26.07%,-11.60%,86.44%,-64.72%,37.50%,16.67%,441.72,34.05%,41.57%,46.98%,9,73.91%,48,89.58%,0.396,2.246,3.646,28.146,256.451,243,777,56.25%,50.00%,96720,119.8,5.52%,11.53%,33.00%,8,69.57%,1.03%,18,26.09%,34528,155.46,45.53,109.92,73.91%,78.26%,56.52%,82.61%,78.26%,78.26%,78.26%,65.22%,47.83%,82.61%
USC,8/16/2021,4 wk ahead inc death,9/11/2021,8738,0.199,22.07%,22.07%,75%,8,74.07%,51,13.63,6899.26,201.61,24.50%,21.74%,58.31%,25.22%,39.22%,13.73%,341.1,47.44%,35.87%,60.28%,3,65.22%,51,52.94%,0.275,1.264,1.425,1.87,15.482,2.865,6.25,9.80%,3.92%,139397,326.2,51.90%,100.00%,45.40%,4,86.96%,55.73%,7,73.91%,40425,176.92,43.51,133.41,65.22%,82.61%,73.91%,47.83%,82.61%,100.00%,39.13%,82.61%,69.57%,86.96%
AIpert,8/23/2021,1 wk ahead inc death,8/28/2021,-1449,-0.16,-14.77%,-17.34%,75%,7,79.31%,51,36.39,1149.32,49.16,33.63%,-23.42%,128.20%,-83.82%,29.41%,29.41%,94.96,51.28%,53.21%,17.45%,19,68.00%,51,78.43%,0.51,4.867,6.825,14,104.404,55.294,282,74.51%,49.02%,24252,315.9,8.01%,16.72%,4.10%,24,8.00%,13.20%,20,24.00%,9631,38.66,19.2,19.46,68.00%,64.00%,24.00%,52.00%,32.00%,96.00%,12.00%,16.00%,12.00%,32.00%
Baseline,8/23/2021,1 wk ahead inc death,8/28/2021,-4049,-0.532,-41.28%,-70.31%,0%,26,13.79%,51,23.68,1995.35,80.71,47.23%,-47.47%,90.92%,-77.36%,21.57%,29.41%,200.04,42.21%,51.94%,10.34%,21,36.00%,51,70.59%,0.235,3.75,3.913,3.995,3.897,4,4,0.00%,0.00%,27107,207.6,40.88%,85.34%,74.30%,2,96.00%,72.16%,7,76.00%,13737,53.71,9.17,44.54,36.00%,24.00%,40.00%,28.00%,12.00%,28.00%,40.00%,24.00%,28.00%,16.00%
BPagano,8/23/2021,1 wk ahead inc death,8/28/2021,-1038,-0.112,-10.58%,-11.84%,75%,5,86.21%,51,17.72,766.29,40.84,21.73%,-9.46%,69.47%,-22.51%,50.98%,19.61%,98.87,41.27%,35.32%,53.61%,5,96.00%,51,84.31%,0.549,2.037,4.383,16.2,15.706,20.417,31,43.14%,41.18%,15281,169,18.19%,37.98%,43.30%,9,68.00%,50.29%,12,56.00%,7032,27.99,10.54,17.45,96.00%,96.00%,52.00%,96.00%,84.00%,92.00%,44.00%,60.00%,40.00%,80.00%
Columbia,8/23/2021,1 wk ahead inc death,8/28/2021,-3455,-0.434,-35.23%,-54.38%,0%,23,24.14%,51,14.44,1647.3,69.47,29.22%,-26.83%,61.47%,-43.49%,37.26%,23.53%,218.23,35.16%,40.59%,29.07%,15,24.00%,51,56.86%,0.412,1.395,1.542,1.733,8.765,3.946,36,19.61%,17.65%,94557,279.7,41.55%,86.74%,39.20%,11,60.00%,58.10%,9,68.00%,13168,78.29,4.33,73.96,24.00%,32.00%,68.00%,36.00%,48.00%,24.00%,76.00%,40.00%,56.00%,48.00%
Covid19Sim,8/23/2021,1 wk ahead inc death,8/28/2021,-5269,-0.77,-53.72%,-116.08%,0%,28,6.90%,51,49.83,4003,113.92,53.94%,-49.81%,167.86%,-146.23%,17.65%,43.14%,317.42,52.61%,69.07%,1.28%,25,0.00%,51,43.14%,0.176,1.667,2.193,8,89.547,117,308,33.33%,31.37%,178670,545.8,10.19%,21.27%,10.30%,21,20.00%,0.00%,25,4.00%,22889,140.88,3.25,137.63,0.00%,0.00%,4.00%,4.00%,0.00%,4.00%,4.00%,0.00%,0.00%,8.00%
CovidComplete,8/23/2021,1 wk ahead inc death,8/28/2021,-1500,-0.166,-15.29%,-18.06%,75%,8,75.86%,51,37.92,807.86,44.1,24.92%,-7.15%,41.43%,0.02%,54.90%,11.77%,130.78,35.35%,32.38%,44.80%,8,92.00%,51,94.12%,0.529,2.802,3.311,4.2,4.906,6.523,7.5,41.18%,3.92%,14856,157.5,36.13%,75.42%,55.70%,6,80.00%,93.03%,1,100.00%,7111,28.49,11.39,17.11,92.00%,84.00%,20.00%,88.00%,56.00%,72.00%,72.00%,76.00%,92.00%,100.00%
DDS,8/23/2021,1 wk ahead inc death,8/28/2021,-1564,-0.174,-15.95%,-18.97%,75%,10,68.97%,51,25.5,4920.98,105.14,33.17%,-28.77%,93.80%,-39.56%,29.41%,27.45%,330.21,52.11%,48.28%,10.79%,20,20.00%,51,82.35%,0.314,4.036,4.879,8.128,26.372,14.823,54,66.67%,33.33%,64336,199,16.32%,34.06%,16.50%,20,24.00%,43.21%,16,40.00%,17963,81.97,17.06,64.91,20.00%,4.00%,36.00%,0.00%,36.00%,0.00%,8.00%,28.00%,24.00%,32.00%
Ensemble,8/23/2021,1 wk ahead inc death,8/28/2021,-2330,-0.271,-23.76%,-31.16%,0%,16,48.28%,51,11.39,988.33,53.78,28.80%,-21.14%,51.66%,-30.29%,45.10%,7.84%,154.96,33.13%,34.45%,46.78%,7,64.00%,51,88.24%,0.412,2.51,3.166,4.377,10.681,8.992,30,43.14%,21.57%,29279,102.3,26.60%,55.53%,47.50%,8,72.00%,73.10%,6,80.00%,8622,39.2,8.69,30.51,64.00%,52.00%,80.00%,60.00%,52.00%,52.00%,84.00%,64.00%,72.00%,64.00%
ESG,8/23/2021,1 wk ahead inc death,8/28/2021,-4137,-0.548,-42.18%,-72.95%,0%,27,10.35%,51,15.34,851.75,48.27,31.90%,-25.28%,64.07%,-37.17%,37.26%,19.61%,89.58,39.30%,40.57%,35.95%,12,48.00%,51,41.18%,0.157,1.399,1.498,2,6.568,3.582,8,9.80%,5.88%,41478,366.8,49.63%,100.00%,33.00%,14,48.00%,43.34%,14,48.00%,8748,43.62,4.04,39.57,48.00%,68.00%,64.00%,76.00%,40.00%,100.00%,60.00%,44.00%,52.00%,48.00%
GT-DeepCOVID,8/23/2021,1 wk ahead inc death,8/28/2021,-1148,-0.124,-11.71%,-13.26%,75%,6,82.76%,46,8.57,775.16,46.13,18.75%,-4.80%,43.56%,6.91%,52.17%,6.52%,138.55,36.04%,29.04%,42.76%,10,56.00%,46,95.65%,0.696,2.689,4.068,7.13,22.609,17.768,51,69.57%,34.78%,33902,121.8,17.86%,37.29%,24.80%,17,36.00%,35.67%,22,16.00%,7695,41.22,13.55,27.67,56.00%,76.00%,92.00%,92.00%,96.00%,64.00%,64.00%,92.00%,88.00%,84.00%
IEM,8/23/2021,1 wk ahead inc death,8/28/2021,-1504,-0.166,-15.33%,-18.11%,75%,9,72.41%,51,16.12,968.48,48,29.95%,-26.83%,66.12%,-35.40%,31.37%,17.65%,135.78,39.67%,40.11%,35.48%,13,84.00%,51,84.31%,0.373,2.285,3.622,5.182,35.769,13.75,53,54.90%,23.53%,25117,165,20.69%,43.19%,31.00%,15,44.00%,56.48%,10,64.00%,8041,35.33,9.62,25.71,84.00%,72.00%,60.00%,68.00%,44.00%,68.00%,52.00%,48.00%,48.00%,36.00%
JHU-APL,8/23/2021,1 wk ahead inc death,8/28/2021,-901,-0.096,-9.19%,-10.12%,90%,3,93.10%,51,10.9,968.62,49.33,24.67%,18.23%,49.55%,26.08%,49.02%,9.80%,139.01,45.42%,32.03%,52.35%,6,88.00%,51,86.28%,0.49,2.667,2.796,3.039,3.121,3.325,3.579,0.00%,0.00%,11667,243.8,48.74%,100.00%,90.80%,1,100.00%,90.82%,2,96.00%,7761,29.42,12,17.42,88.00%,60.00%,88.00%,64.00%,60.00%,60.00%,28.00%,84.00%,76.00%,76.00%
JHU-CSSE,8/23/2021,1 wk ahead inc death,8/28/2021,-2217,-0.256,-22.60%,-29.21%,0%,15,51.72%,51,11.3,989.4,50.12,22.22%,-12.52%,49.40%,-20.53%,52.94%,9.80%,169.26,32.25%,31.31%,57.06%,4,60.00%,51,88.24%,0.51,2.56,2.869,3.708,8.347,10.525,18,31.37%,21.57%,29375,108.7,30.27%,63.20%,59.90%,5,84.00%,79.34%,4,88.00%,9340,40.26,8.05,32.21,60.00%,56.00%,84.00%,56.00%,80.00%,40.00%,92.00%,88.00%,80.00%,92.00%
JHU-IDD,8/23/2021,1 wk ahead inc death,8/28/2021,-3548,-0.449,-36.18%,-56.68%,0%,25,17.24%,51,18.05,2535.94,87.67,34.71%,-23.02%,72.58%,-22.05%,25.49%,19.61%,274.59,47.45%,43.55%,18.02%,18,28.00%,51,98.04%,0.431,129.421,174.25,302.75,386.855,468.75,852,98.04%,98.04%,45983,301.8,0.71%,1.48%,0.00%,26,0.00%,2.94%,24,8.00%,18089,72.08,26.27,45.81,28.00%,12.00%,48.00%,16.00%,28.00%,16.00%,16.00%,36.00%,36.00%,24.00%
Karlen,8/23/2021,1 wk ahead inc death,8/28/2021,-661,-0.07,-6.74%,-7.23%,90%,2,96.55%,51,8.53,633.5,37.37,19.06%,0.00%,40.38%,10.56%,52.94%,9.80%,100.94,35.38%,27.40%,70.22%,1,100.00%,51,96.08%,0.569,2.693,3.164,3.704,11.342,11.175,30,45.10%,25.49%,13389,123.4,27.32%,57.03%,53.70%,7,76.00%,81.53%,3,92.00%,6972,26.56,14.12,12.44,100.00%,100.00%,96.00%,100.00%,92.00%,84.00%,68.00%,96.00%,96.00%,92.00%
LANL,8/23/2021,1 wk ahead inc death,8/28/2021,-2658,-0.316,-27.10%,-37.18%,0%,18,41.38%,51,43.45,2900.3,89.57,47.82%,-51.08%,151.61%,-142.30%,17.65%,41.18%,298.39,47.06%,64.49%,1.28%,25,4.00%,51,56.86%,0.196,2.423,3.048,5.333,8.546,13.103,20,35.29%,17.65%,110380,353.2,27.41%,57.22%,22.70%,18,32.00%,41.55%,17,36.00%,16748,95.72,7.07,88.65,4.00%,8.00%,8.00%,8.00%,8.00%,12.00%,20.00%,8.00%,4.00%,8.00%
Masaryk,8/23/2021,1 wk ahead inc death,8/28/2021,-3039,-0.371,-30.99%,-44.90%,0%,22,27.59%,51,56.63,2724.45,83.75,40.77%,-40.79%,102.25%,-92.12%,23.53%,27.45%,302.93,40.29%,54.28%,2.30%,24,16.00%,51,82.35%,0.314,2.56,3.54,7.946,27.823,23,46,49.02%,31.37%,90169,163.6,17.28%,36.08%,35.10%,13,52.00%,45.83%,13,52.00%,15333,83.45,7.57,75.88,16.00%,20.00%,0.00%,12.00%,20.00%,8.00%,48.00%,12.00%,16.00%,20.00%
Microsoft,8/23/2021,1 wk ahead inc death,8/28/2021,-1021,-0.11,-10.41%,-11.62%,75%,4,89.66%,51,8.03,809.22,42.39,17.74%,-3.74%,38.79%,1.60%,54.90%,7.84%,150.34,31.96%,26.72%,69.47%,2,80.00%,51,70.59%,0.412,1.37,1.572,1.824,2.59,2.625,4.25,7.84%,1.96%,33872,160,60.85%,100.00%,66.00%,3,92.00%,74.30%,5,84.00%,7720,37.34,6.48,30.86,80.00%,92.00%,100.00%,84.00%,100.00%,56.00%,96.00%,100.00%,100.00%,100.00%
MIT-ISOLAT,8/23/2021,1 wk ahead inc death,8/28/2021,-1791,-0.202,-18.26%,-22.34%,75%,12,62.07%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIT-LCP,8/23/2021,1 wk ahead inc death,8/28/2021,-1835,-0.207,-18.71%,-23.02%,75%,13,58.62%,51,32.28,2448.97,59.8,22.85%,-4.65%,52.16%,12.88%,45.10%,13.73%,163.37,46.86%,35.69%,35.19%,14,12.00%,51,3.92%,0.039,1.005,1.007,1.011,1.011,1.039,1.083,0.00%,0.00%,120396,925.2,98.53%,100.00%,4.10%,24,8.00%,4.13%,23,12.00%,12128,85.07,0.15,84.92,12.00%,48.00%,28.00%,20.00%,76.00%,48.00%,24.00%,56.00%,68.00%,64.00%
MIT-ORC,8/23/2021,1 wk ahead inc death,8/28/2021,-2965,-0.36,-30.23%,-43.33%,0%,21,31.03%,51,21.98,1336.17,62.82,35.59%,-26.93%,84.91%,-53.53%,33.33%,17.65%,164.44,42.86%,44.89%,23.73%,17,72.00%,51,78.43%,0.373,2.425,3.173,4.714,232.04,22,276,41.18%,29.41%,21020,176,14.41%,30.09%,39.20%,11,60.00%,33.69%,18,32.00%,9255,38.6,13.59,25.01,72.00%,36.00%,44.00%,40.00%,24.00%,44.00%,36.00%,32.00%,32.00%,40.00%
MOBS,8/23/2021,1 wk ahead inc death,8/28/2021,-2953,-0.358,-30.11%,-43.08%,0%,20,34.48%,50,13.25,1260.99,61.38,24.00%,-24.79%,58.84%,-40.15%,44.00%,10.00%,190.27,31.93%,33.84%,39.78%,11,44.00%,50,72.00%,0.36,1.899,1.965,2.131,7.437,2.441,11.1,12.00%,10.00%,39944,207.8,47.68%,99.54%,61.90%,4,88.00%,70.79%,8,72.00%,10596,49.86,6.52,43.34,44.00%,40.00%,72.00%,44.00%,64.00%,32.00%,100.00%,72.00%,60.00%,56.00%
PSI,8/23/2021,1 wk ahead inc death,8/28/2021,-6224,-1.007,-63.46%,-173.66%,0%,30,0.00%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QJHong,8/23/2021,1 wk ahead inc death,8/28/2021,-1846,-0.209,-18.82%,-23.19%,75%,14,55.17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA,8/23/2021,1 wk ahead inc death,8/28/2021,-3484,-0.439,-35.52%,-55.09%,0%,24,20.69%,51,41.13,1931.06,74.31,53.77%,-57.70%,150.35%,-105.89%,9.80%,47.06%,125.66,61.33%,67.65%,2.70%,23,40.00%,51,82.35%,0.451,3.234,5.421,8,12.075,11.5,22.833,76.47%,29.41%,28545,182.9,20.90%,43.63%,6.20%,23,12.00%,54.91%,11,60.00%,12838,51.33,12.51,38.83,40.00%,28.00%,16.00%,32.00%,4.00%,76.00%,0.00%,4.00%,8.00%,0.00%
UCM,8/23/2021,1 wk ahead inc death,8/28/2021,-2568,-0.304,-26.18%,-35.47%,0%,17,44.83%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
